2,25,1,0.0000,0.0012,9
2,25,2,0.0000,0.0010,15
2,25,3,0.0000,0.0016,14
2,25,4,0.0000,0.0017,11
2,25,5,0.0000,0.0009,8
2,25,6,0.0000,0.0008,12
2,25,7,0.0000,0.0006,8
2,25,8,0.0000,0.0017,15
2,25,9,0.0000,0.0031,19
2,25,10,0.0000,0.0020,10
2,25,1,0.0000,0.0017,9
2,25,2,0.0000,0.0010,15
2,25,3,0.0000,0.0022,14
2,25,4,0.0000,0.0009,11
2,25,5,0.0000,0.0010,8
2,25,6,0.0000,0.0004,12
2,25,7,0.0000,0.0005,8
2,25,8,0.0000,0.0017,15
2,25,9,0.0000,0.0031,19
2,25,10,0.0000,0.0020,10
2,75,1,0.0000,0.0614,60
2,75,2,0.0000,0.1347,90
2,75,3,0.0000,0.1232,91
2,75,4,0.0000,0.1290,114
2,75,5,0.0000,0.1791,121
2,75,6,0.0000,0.1202,97
2,75,7,0.0000,0.1102,92
2,75,8,0.0000,0.1404,72
2,75,9,0.0000,0.1870,93
2,75,10,0.0000,0.1654,110
2,150,1,0.0000,2.8804,263
2,150,2,0.0000,5.7257,425
2,150,3,0.0000,2.7791,280
2,150,4,0.0000,4.7279,323
2,150,5,0.0000,4.8772,343
2,150,6,0.0000,3.9156,363
2,150,7,0.0000,3.5341,265
2,150,8,0.0000,4.3371,349
2,150,9,0.0000,3.5765,285
2,150,10,0.0000,5.7415,347
