6,25,2,0.0000,1.0611,350
6,25,5,0.0000,1.9529,376
6,25,8,0.0000,3.9963,419
6,25,7,0.0000,8.5042,691
6,25,10,0.0000,17.7401,1197
6,25,1,0.0000,19.2724,1519
6,25,4,0.0000,20.0858,1748
6,25,3,0.0000,26.8912,1459
6,25,9,0.0000,29.5575,1526
6,25,6,0.0000,59.5712,2187
6,50,8,0.0000,3041.0231,9222
6,50,5,0.0000,8013.9532,10170
6,50,2,0.0000,11217.8185,19957
6,50,7,0.0000,30192.5792,27096
6,50,4,0.0000,79377.5568,54970
6,50,9,0.0000,80887.6109,40910
6,50,10,0.0000,130471.9275,70436
6,50,1,0.0000,155384.8574,70489
6,50,3,0.0000,189452.5508,81578
6,50,6,0.0000,264684.2738,92322
6,10,2,0.0000,0.0018,6
6,10,5,0.0000,0.0034,7
6,10,8,0.0000,0.0028,8
6,10,9,0.0000,0.0055,13
6,10,4,0.0000,0.0089,24
6,10,10,0.0000,0.0106,26
6,10,6,0.0000,0.0178,30
6,10,1,0.0000,0.0229,46
6,10,3,0.0000,0.0290,48
6,10,7,0.0000,0.0424,103
6,20,2,0.0000,0.0675,103
6,20,8,0.0000,0.2713,202
6,20,5,0.0000,0.3670,147
6,20,4,0.0000,1.7946,498
6,20,6,0.0000,2.0374,1013
6,20,3,0.0000,2.4224,565
6,20,1,0.0000,2.4817,636
6,20,9,0.0000,2.6372,390
6,20,7,0.0000,2.6627,315
6,20,10,0.0000,3.0513,622
6,30,2,0.0000,8.4987,1167
6,30,5,0.0000,11.2848,966
6,30,8,0.0000,13.3400,926
6,30,7,0.0000,28.3300,2070
6,30,10,0.0000,65.3061,1897
6,30,4,0.0000,92.2064,2875
6,30,1,0.0000,93.0731,3828
6,30,9,0.0000,134.7026,2168
6,30,3,0.0000,181.5173,5177
6,30,6,0.0000,346.9668,5596
6,40,8,0.0000,109.5101,2282
6,40,5,0.0000,138.5295,3876
6,40,2,0.0000,350.0439,3796
